Id,ProductId,UserId,ProfileName,HelpfulnessNumerator,HelpfulnessDenominator,Score,Time,Summary,reviews,Sentiment,Emotion,rating
541,B000G6RYNE,A3RMGIKUWGPZOK,Jean Visnefski,1,3,3,1245024000,Not the Best,chip okay personally find flavor combination greasy chip somewhat strange they re necessarily bad they re kind chip you re go able three four chip flavor lose novelty,Positive,Joyful😄,3
542,B000G6RYNE,A2TN9C5E4A0I3F,Jimmy,4,8,1,1285632000,STALE.  Beware buying these on special!,I ve buy local supermarket enjoy although salty leave tongue roof mouth burning keep eat many occasionally get really stale item amazoncom one unedible beware quality food item website special close due date case expire stale unedible,Positive,Joyful😄,1
543,B000G6RYNE,A2LN5DDGT21310,"A. cotton ""CaramelCandy1978""",2,5,4,1208995200,THESE ARE VERY GOOD,chip good could not stop eat do not last longbr br reason give star instead think bag little hard open I m sure need make potato chip bag sturdy may need scissor hand open much easy,Positive,Joyful😄,4
544,B000G6RYNE,A3GJQ3W0T0KWEO,"tatcol ""tatcol""",0,2,1,1328918400,USED to be my favorite chips,kettle brand chip use goodoily crunchy flavorful suspect company buy recipe change worse they re well big name brand chip try good health kettle style olive oil chip instead good kettle brand rip kettle brand chip,Positive,Joyful😄,1
545,B000G6RYNE,A1PGMT8XLL4FPM,TZ1 GUY,0,2,1,1328400000,"Stale, Rancid Oil Taste, And if You Like Even the Tiniest Bit of Salt Flavor on Your Chips...",absolutely forget confirm reviewer chip total garbage like chew styrofoam packaging peanut positively awful hyperbole exaggeration ill never buy anything kettle brand ever reportedly great premium brand literally mass market chip I ve ever try taste well stale rancid taste virtually salty taste whatsoever completely awful,Negative,Angry😠,1
546,B000G6RYNE,A4XCTURC8URLE,Molly Yarber,0,2,1,1306886400,Disgusting,chip nasty think someone spill drink bag chip soak grease nasty,Negative,Angry😠,1
547,B000G6RYNE,A21D8LH2CD2EIZ,Tim,1,4,2,1286928000,"Taste terrible, way too strong",unless like salt vinegar chip salty eat actual pinche salt drink actual vinegar doubt like chip saltiest sour chip ever reason stop throw away pay full box do not like waste food brown chip especially bad besides salty sour also taste overcooked burn unless rare kind take kind extreme taste like chipsbr br actually high tolerance sour taste bag chip bite difficulty normal people please try home,Positive,Joyful😄,2
548,B000G6RYNE,A14SOW889A4TAT,J. Tan,1,4,1,1262044800,Over-fried,buy brand trial since tired pingosbr br claim natural argument point bag overfrie brown color really suffer eat overfrie chip open bag look like throw away do not know bad luck every bag sell sure never buy brand,Negative,Angry😠,1
549,B000G6RYNE,A6UFSCD6O8JMT,"qualquan ""qualquan""",1,4,4,1257033600,No salt Kettle chips.,good wish also bake find bake salt potato chip anywhere wish someone would post,Positive,Joyful😄,4
550,B000G6RYNE,A14HZ5EMD2WCG,"K. Schoeneman ""Grape nut""",1,4,3,1199577600,Not as good as the English sell,well england do not know maybe nostalgia part,Neutral,Calm😌,3
551,B000G6RYNE,A3ARC3UIY3Z1KQ,"Patricia A. Cioffi ""SHOPPING JUNKIE""",2,6,1,1238976000,VERY DISAPPOINTED,order kettle chip follow flavvorsbr salt fresh ground pepperbr tuscan cheesebr ny cheddar hersbr br taste variety pack suggest u order order large sizebr br wish could return unopened bag,Positive,Joyful😄,1
552,B000G6RYNE,A2B5OI74EHGVH1,"Jane ""jdeaton2""",3,8,1,1273017600,dripping in oil,purchase low salt indeed low salt however many many chip bag literally dripping oil never encounter problem potato chip brand unappetizing want oil never buy would recommend other,Positive,Joyful😄,1
553,B000G6RYNE,ATZ0P4653KL13,The REAL Radiodude,1,5,2,1284768000,Not so good.,look strong sv flavor definitely be not mild comparison many other live tx tell I ve try sv chip get ahold well good heb storebrand world market bob zapp be not bad chip standpoint typically great kettle crunch you re look sv flavor touch,Positive,Joyful😄,2
554,B000G6RYNE,A2GDBBZMMBX1L,M. Barron,1,5,2,1235001600,Bags O' Salt with chips added.,do not know case chip receive everyone allow sample chip buffet style setting agree slightly salty sidebr one person jokingly state would terrific melting ice snow due amount salt thesebr br order expectation would similar lay kettle mesquite potato chip kettle brand outback bbq chip exact oppositebr br sorry folk well expectation chip little salty sidebr br still look forward amazon finally get lay kettle mesquite potato chip stockbr get star bbq powder use flavorful enough unique,Negative,Angry😠,2
555,B000G6RYNE,A35KU4XNOVV194,Carole Niehaus,2,7,1,1215475200,Chips,chips greasy taste burntthere grease bottom bag chip saturate especially bottom bag even trans fat free need lot less greasy,Positive,Joyful😄,1
556,B000G6RYNE,A3D7FUBG14QWKX,Linda,0,4,1,1330732800,Garbage,do not waste money kettle brand potato chip buy case case cheddar sour cream case end garbage,Negative,Angry😠,1
557,B000G6RYNE,APA1GLNHF6K9H,"Godess MOM ""Goddess MOM""",0,5,1,1226880000,They're Not Madhouse Munchies!!!,defintely tasty madhouse munchie family favorite kettle darkburntmore break bit taste greasyoily light crunch oh well,Positive,Joyful😄,1
558,B000G6RYNE,A31MZR41SM9JU5,Mye,1,7,1,1288828800,Too SOUR!,love sour food one can not bear strong sour taste even open bag sour smell strong do not like,Positive,Joyful😄,1
559,B000G6RYNE,A1RUS8VOWCIC28,ComputerGuy,0,7,1,1286236800,AWFUL TASTE,unless really really really like vinegar avoid chip call vinegar sea salt sea salt vinegar,Positive,Joyful😄,1
560,B000G6RYNE,A10RJEQN64ATXU,"Paul Rodney Williams ""Higher Lifestyle""",3,3,5,1188777600,delicious,love kettle brand sea salt vinegar chip since first time try fact able find online great price wonderful would definitely make purchase quick simple snack lunch go great cold sandwich,Positive,Joyful😄,5
561,B000G6RYNE,A2OLJKXJBAYBTY,J. Day,7,9,1,1302307200,"Kettle has sold out, the chips are horrible now",use eat spicy thai flavor time msg make body unhappy one flavor chip msg free change whole recipe make instead real food ingredient like use mostly process chemical garbage bunch salt msg stuff label yeast extract removed msg label know well didbr br bad part though taste horrible instead crisp oily full charactersay cook likea kettle something instead color uniformity bake lay spicy thai flavor taste like sour cream onion ranch go rancidbr br shame kettle chip seem slowly move one flavor time new cheap ingredient list manufacturing method do not fool pay premium price chip premium product anymore,Negative,Angry😠,1
562,B000G6RYNE,A3UFRBCC1CSCSJ,mel,7,9,1,1298764800,The bags were damaged with holes and stains.,chip greatfor first bag however first bag two notice remain bag damage hole bag black sticky stain outside reviewer buy around time claim find rodent hole bag chipsbr br chip come seal kettle box hard say screw someone somewhere screw chip health hazard hole bag like game roulette,Negative,Angry😠,1
563,B000G6RYNE,AR7TAEEUDHMUB,Kathryn S. Leon,7,9,1,1294272000,Kettle Chips Make Great Mouse Food,wait ridiculous amount time case oz bag arrive upon opening box notice every bag chew open mouse do not know still box outside porch son get home I m go picture take email amazon outside amazon box intact either kettle chip people amazon warehouse do not know never buy amazon can not tell disgusted purchase make sick think itbr br include picture top page poor little mousie must high cholesterol nowbr br update forgot mention offer email picture mouse damage amazon tell do not want,Negative,Angry😠,1
564,B000G6RYNE,A320QA9HJFUOZO,Zach Morris,7,9,5,1203984000,orgasmic,kettle chip good potato chip god ever invent give lord thank every day deliver unto incredulously delicious blend ginger spice veritable cornucopia flavor actually change diet strict regiment spicy thai sea salt vinegar flavor alternate day already lose lbs mention myriad health benefit experience get life back kettle chip,Positive,Joyful😄,5
565,B000G6RYNE,A1GBZCL326K4GN,"GFCFmom ""GFCFmom""",7,9,5,1192406400,A tang that packs a punch!,daughter autism crave hot spice pungent food absolute favorite chip call sour chip want lunch time love crispy kettle way they re cook,Positive,Joyful😄,5
566,B000G6RYNE,ADS5APY1NKTL4,"D. Pawl ""Dani""",7,9,5,1175040000,great (hot) new flavor....,great fan potato chip thai food happy kettle chip decide meld two great love together concept chip spicy enough without burn hole tongue also nice hint sweetness make habit form careful treat definitely worth indulge,Positive,Joyful😄,5
567,B000G6RYNE,A3ARZW7S96SESC,Lillie Walker,2,2,1,1333670400,HORRIBLE I CANT BELIEVE THIS!,terrible can not believe receive item every single bag open I m station afghanistan go to snack team go mission embarrass bag open spilt box gross box fill grease stain idk airplane ride way box insulate bubble wrap use instead paper I m unhappy stale crusty chip bag us soldier can not enjoy,Negative,Angry😠,1
568,B000G6RYNE,A2JFHMA59G55MJ,MisterJym,2,2,5,1329091200,Favorite Kettle flavor and a great value!,read review get nervous open bag recent order expect bad worry bag great shape expiration date be not june chip least first bag taste like suppose good world way fifteen bag thirty dollar ton less expensive going price around local grocery store yay team,Positive,Joyful😄,5
569,B000G6RYNE,AJWLSDYCSQNBL,Imelda'sFetish,2,2,1,1325894400,Kettle Brand Potato Chips - New York Cheddar,kettle branch potato chip new york cheddar good like kettle fry potato chip waaaay salty burn side taste rancid either cheese flavor oil fry already old want like brand chip try new flavor every try sort brand kettle cook chip do not hit spot,Positive,Joyful😄,1
570,B000G6RYNE,AG7EF0SVBQOUX,"WriterGirl ""WriterGirl""",2,2,5,1323388800,My favorite flavor,glad able find site love flavor crunchy box pack inside another box still bag end crumb bag survive tact,Positive,Joyful😄,5
571,B000G6RYNE,A1FAHUMEJO9S1K,superjoe,2,2,5,1317772800,So much flavor your farts will smell like sweet onions,chip taste awesome unlike flavor chip actually make sure plenty flavory salty goodness get individual chip do not pass gas near pretty lady consumption they ll totally know,Positive,Joyful😄,5
572,B000G6RYNE,A3RMGIKUWGPZOK,Jean Visnefski,2,2,5,1252108800,Great Chip!,kettle chip really careful flavor nauseating say make fantastic plain chip thick cut potato fry dark golden brown crunchy lightly salt sea salt can not recommend chip enough will not regret itbr br people say burn be not website take quick look you ll see immediate difference kettle brand potato chip beautiful tawny gold cook natural sugar select potato caramelize create chip light gold deep amber result flavor deep rich color artisanal display every bagbr br also say chip oily true explain website kettle food exclusively use expeller press high monounsaturate sunflower andor safflower oil make kettle brand product oil naturally free trans fatty acid hydrogenate way take extra step send product independent third party lab test presence trans fat result indicate trans fat free meaning none detect see zero trans fat list packaging oiliness natural happen quality oil usedbr br find chip natural potato flavor I m also fan unsalted potato chip we watch salt intake unsalted chip well get period,Positive,Joyful😄,5
573,B000G6RYNE,AWM1SL1PYY3A3,Joseph Orellano,2,2,5,1240272000,Awesome and delicious!,among good chip ever eat first come upon visit costplus world market store opelika al tiger town mall be not big fan dijonflavore anything decide give chip try hooked probably end buy dozen bag within month time search part alabama northwestern part state could find later try find world market hoover patton creek shopping center carry flavor however learn available amazoncom also available prime shipping buy soon read kettle chip honey dijon ounce bag pack br br get pretty big box fill bag delicious morsel last quite reorder soon suggest buy bulk form enjoy will not disappoint go great hamburger hot dog they re perfect spring come summer outdoor activity cookoutsbr br take word chip hide gem lose world snack food buy today fall love like,Positive,Joyful😄,5
574,B000G6RYNE,AW11YEHZRZ4D1,The Swatster,2,2,5,1238284800,The only thing I have ever been addicted too...these chips!,never addict anything lifeuntil taste chip try brand sea salt vinegar flavor you ve get stick blue bag chip,Neutral,Calm😌,5
575,B000G6RYNE,A3PJZ8TU8FDQ1K,Jared Castle,2,2,5,1231718400,"One bite and you'll become a ""chippoisseur""",I m addict salty tangy flavor open first bag sea salt vinegar kettle brand chip know perfect complement vegetable tray cucumber carrot celery cherry tomatoes skip dip balance tangy chip alternate bite raw vegetablebr br oregonian I m proud share delectable snack friend especially live outside state have not experience gourmet chip tell kettle brand potato chip microbrews beerbr br kettle brand potato chip unmistakablea light gold color rich flavor amazing crunch kettle brand chip also healthy snacking option major chip brand kettle brand chip do not trans fat msg artificial flavor coloring company also line organic potato chip products certify kosherbr br also recommend hrefhttpwwwamazoncomgpproductbgmbvkettle chip honey dijona hrefhttpwwwamazoncomgpproductbgqgmkettle chip spicy thaiabr br annette solomon reporter salem statesman journal recently note glass wine go nicely chip solomon write could miss wonderful pairing chip spicy would want select semisweet white wine also moderate amount acid subdue strong flavor ginger lime garlic cilantro without overpower classically germanstyle riesling fit parameter perfectly,Positive,Joyful😄,5
576,B000G6RYNE,AX7K82LNPVATT,Mar-12,2,2,5,1222992000,Good chips,buy sale amazon nice crispy thick chip definitely great buy catch sale,Positive,Joyful😄,5
577,B000G6RYNE,A2VQWV1HMW99AS,What's4dinner?,4,5,1,1317686400,what happened? the recipe has changed,like order kettle spicy thai chip amazon hard find locally probably aggrieved know recipe change like regular potatoe chip pay husband get eat do not like spicy thai fine himbr br yuck,Positive,Joyful😄,1
578,B000G6RYNE,A1Q7A78VSQ5GQ4,"Nice Lady ""a reasonable person""",4,5,5,1249344000,"YUM! If you want a snack, have something REALLY good!",I ve find new taste treat I m big one potato chip sure I ve come late discover think really good processing ingredient list actually pretty goodno trans fats etc want indulgence thick tasty mass produce potato chip we ve come know much flavorful never honeydijon potato chip incredibly good flavorful combination sweet tangy salty also overly hot spicy excellentbr br want snack something really good get worth caloriesand,Positive,Joyful😄,5
579,B000G6RYNE,AV51MFS5XJXFP,candy lady,1,1,5,1349740800,a good buy,real good producti love chip customer can not go wrong wit good,Positive,Joyful😄,5
580,B000G6RYNE,A20K6K9TZGX7RQ,Yoli,1,1,5,1349222400,Yoli,love chip whole family hooked chip eat,Positive,Joyful😄,5
581,B000G6RYNE,A2A8KWCE8RKB9T,David Glazer,1,1,4,1348704000,Good chips,do not know say other cover like potato chip like get em sale limit intakeif,Negative,Angry😠,4
582,B000G6RYNE,A27GRVH9ZJGXLT,patent_lawyer,1,1,5,1348185600,Awesome,you re look probably already know like chipsbr great deal problem go stalebr oz bag great size snack help avoid overeating,Positive,Joyful😄,5
583,B000G6RYNE,A2E74M662DXAAR,"Randy Hardwick ""randyontheglobe""",1,1,1,1344038400,burns the skin off your lips,admit oversalte chip addictive really think one go far skin literally peel lip inside mouth eat surprised still market,Positive,Joyful😄,1
584,B000G6RYNE,A3JJI4J8XAMK5Y,Mark H. Klemme,1,1,5,1338681600,Great chips with very low sodium,mg sodium per serve chip crisp sometimes dip low salt ketchup add bit flavor,Positive,Joyful😄,5
585,B000G6RYNE,A1CMTRQCJFV8L3,GLO,1,1,5,1334016000,Kettle Chips,find product kettle chip unsalte fabulous find accident amazon hunt local store crisp tasty without salt,Positive,Joyful😄,5
586,B000G6RYNE,A2R9GBWL1CDBN1,Rae K.,1,1,4,1333670400,Spicy Thai,see spicy thai chip know try love spicy love thai food first chip super spicy actually taste sort sweet first many degree flavor spiciness linger taste bite afterwards i d say definitely good unique chip absolutely hate sweet chip I d try different flavor since little sweet,Positive,Joyful😄,4
587,B000G6RYNE,A3PSJEB2O37G8U,Amazon Fan,1,1,5,1328140800,smiles,smile thank lord find another healthy snack food unsalte taste great almost give find potato chip like thing would ask kettle change texture slightly hardcrunchy problem would prefer soft kettle make happen please keep everything else thank,Positive,Joyful😄,5
588,B000G6RYNE,A2OEUROGZDTXUJ,J. Graves,1,1,5,1327968000,My favorite Kettle Chip,favorite be not everybody way sort taste like oriental flavor raman kick one go wrong combination jalapeno ginger bit rich be not everydayforamonth snack case purchase recommend try single bag buy entire case oz size seem long available shame eat entire oz bag,Positive,Joyful😄,5
589,B000G6RYNE,A2933AO5D7O1T6,C. Blackwell,1,1,5,1327622400,Best salt & vinegar chips out there!,salt vinegar chip favorite flavor think I ve try every brand far well also like sodium content high like other excessively greasy seem right balance salt vinegar taste,Positive,Joyful😄,5
590,B000G6RYNE,A2NO1TXXS9T0EE,BruteNStones,1,1,5,1327536000,Amazing Service,package arrive double box wrap inside boxthat hold good perfect single dent rough mark outstanding packagingbr br productbr br good chip planet salt n vinegar flavor beyond among good chip I ve ever might actually I m sure probably will not like first bite never try againbr br mention particular flavor hold numerous survey comparison manufacture,Positive,Joyful😄,5
591,B000G6RYNE,A2II09GQGWOMTQ,"Brian Nallick ""METALMANMN""",1,1,5,1309478400,Crunchy and spicy.,love jalapeno chip kettle must trybr nice cruncy kick jalapenobr deliciousbr addictingbr recommend,Positive,Joyful😄,5
592,B000G6RYNE,AQQLWCMRNDFGI,Steven A. Peterson,1,1,4,1306540800,Pretty tasty and decently spiced. . . .,son buy package jalapeno potato chip couple week ago become addictedbr br first kettle chip appear somewhat well term fat etc many chip one peruse dietary informationbr br second individual chip nice crisp good crunch value munch away thembr br third jalapeno kick overly hot course many product label spicy kick bland get slow noticeable burn jalapeno preference bit heat understand consumer would prefer somewhat less would still decent spicynessbr br pretty happy product week since first buy purchase package week foray local grocery store,Positive,Joyful😄,4
593,B000G6RYNE,A24ZV048V7J0MT,"Murphy ""Goldenmom""",1,1,5,1293408000,Great Tasting Chips,look picture someone put show crush box write review buy chip numerous time amazon warehouse deal time came package perfectly sale end summer receive casesboxe chip fresh hard eat one bag hid garage remember go way do not eat far picture person contact amazon make ok amazon great handling complaint person give perfect customer service call amazon thank great taste product good price quick shipping ill buy againsoon,Positive,Joyful😄,5
594,B000G6RYNE,A3L5L1NZIKLSJU,"E. Demir ""emiko""",1,1,2,1289433600,"Kettle Chips, Sea Salt",nothing good bad chip like plain potato chip you d like thick brand fresh box crunchy salty one bag lot generally can not finish part reason oily chip almost look transparent know mean taste oil bit overwhelming use spicy chip may like since spice except salt name say do not think ill buy good date bag march order end october,Positive,Joyful😄,2
595,B000G6RYNE,A5U1K1NRQEZW9,"L. Wang ""L. Wang""",1,1,3,1288310400,Good deal but close expiration date!,love sea salt vinegar flavor kettle see one daily deal case put order without doubt however receive case find whole case expire december get end august try one package definitely taste unfreshness chip disappoint find item returnable convenient although love chip will not order concern close expiration date,Positive,Joyful😄,3
596,B000G6RYNE,A216YA3CYXIOGI,lady in the south,1,1,5,1280620800,GREAT TASTING CHIPS,second purchase kettle potato chip love much first time try buy carton bags kettle chip oz bag enough single size serve snack meal chip delicious bake fry lightly salt sea salt fat preservative nothing artificial use real food ingredient could ask great taste chip,Positive,Joyful😄,5
597,B000G6RYNE,A20FQULBVVWA8B,"L. Ljunghammar ""Eclectic Scout""",1,1,5,1266796800,"Buy These, Eat These, Be Happy!",achieve potato chip nirvana simple buy chip get tomorrow eat thembr repeatbr br whybr br well old school bbq flavor therebr kettle qualitybr incredible price amazonbr br mention delicious terrific bargain,Positive,Joyful😄,5
598,B000G6RYNE,A1LFB8KRBI9IE2,"Kenneth Holmes ""flippper60""",1,1,5,1257206400,Eating them for years.,find year ago health food store buy one bag find stop store week get chip new york cheddar flavor good hard time eat whole bag,Positive,Joyful😄,5
599,B000G6RYNE,A2N10M1J3KJZK4,MT_Soul,1,1,5,1249084800,These chips will make you fat,enjoy ever step gain lbs within month buying pack full sized bag damn warn taste awesome though finish crash diet order another box case,Positive,Joyful😄,5
600,B000G6RYNE,A3NXBP212KFH5X,Andrew D. Vorrath,1,1,5,1246406400,Like Spice? Get these,good spicy chip ever pleasure eat start sweet eat spice build fantastic do not want commit whole case pick bag local whole food first stock realize amazing get case right love every bite side note brand kettle brand many delicious variety personal favorite also highly recommend backyard bbq honey dijon sweet onion buffalo bleu salt pepper death valley chipotle lay be not get nothin kettle brand,Positive,Joyful😄,5
601,B000G6RYNE,A3RMGIKUWGPZOK,Jean Visnefski,1,1,5,1245024000,Fantastic,I ve eat brand unsalte potato chip they ve always terrible do not expect much buy taste amazed never enjoy unsalted potato chip natural potato flavor thick crunchy chip bad thing bag pain open use scissor save aggravation,Negative,Angry😠,5
602,B000G6RYNE,A3PM9DMVYG9HDK,"Yuni ""nut_stud""",1,1,5,1242259200,"Sweet, salty, tangy: the way a snack should be",kettle brand chip probably good potato chip I ve taste thus far thick bite love creative flavor favorite kettle chip happen honey dijon think great combination sweet salty tangy perfect one snack attack do not know exactly want especially love curl chip extra texture crunch oz bags perfect anyone problem control portion like,Positive,Joyful😄,5
603,B000G6RYNE,A3PJZ8TU8FDQ1K,Jared Castle,1,1,5,1237075200,"One bite and you'll become a ""chippoisseur""",oregonian make point sharing oregonmade snack friend visit state tell kettle brand potato chip microbrew beerbr br kettle brand potato chip unmistakablea light gold color rich flavor amazing crunch kettle brand chip also healthy snacking option major chip brand kettle brand chip do not trans fat msg artificial flavor coloring company also line organic potato chip products certify kosherbr br annette solomon reporter salem statesman journal note glass wine go nicely spicy thai chip solomon write could miss wonderful pairing chip spicy would want select semisweet white wine also moderate amount acid subdue strong flavor ginger lime garlic cilantro without overpower classically germanstyle riesling fit parameter perfectlybr br also recommend hrefhttpwwwamazoncomgpproductbgmbvkettle chip honey dijona hrefhttpwwwamazoncomgpproductbgmbuakettle chip sea salt vinegarabr br honey dijon chip bring terrific balance salty tangy sweet crunchy brand I ve try use much mustard flavor overpower honey dijon pair honey dijon chip make great side dish bbq plate baked beans coleslaw potato salad grill meat naturally also go great beerbr br sea salt vinegar chip perfect complement vegetable tray cucumber carrot celery cherry tomatoes skip dip balance tangy chip alternate bite raw vegetablebr br summary highly recommend kettle brand chip great buy amazoncom,Positive,Joyful😄,5
604,B000G6RYNE,A3PJZ8TU8FDQ1K,Jared Castle,1,1,5,1229385600,"One bite and you'll become a ""chippoisseur""",I m addict salty tangy flavor open first bag sea salt vinegar kettle brand chip know perfect complement vegetable tray cucumber carrot celery cherry tomatoes skip dip balance tangy chip alternate bite raw vegetablebr br oregonian I m proud share delectable snack friend especially live outside state have not experience gourmet chip tell kettle brand potato chip microbrews beerbr br kettle brand potato chip unmistakablea light gold color rich flavor amazing crunch kettle brand chip also healthy snacking option major chip brand kettle brand chip do not trans fat msg artificial flavor coloring company also line organic potato chip products certify kosherbr br also recommend hrefhttpwwwamazoncomgpproductbgmbvkettle chip honey dijona hrefhttpwwwamazoncomgpproductbgqgmkettle chip spicy thaiabr br annette solomon reporter salem statesman journal recently note glass wine go nicely chip solomon write could miss wonderful pairing chip spicy would want select semisweet white wine also moderate amount acid subdue strong flavor ginger lime garlic cilantro without overpower classically germanstyle riesling fit parameter perfectly,Positive,Joyful😄,5
605,B000G6RYNE,A2TMSO255FQBBU,Brian H. Goldberg,1,1,5,1218758400,Some of the best chips anywhere,kettle chip thick crunchier though greasy time chip honey dijon flavor great do not overwhelm salty taste cheap chip oz size great adult size snack,Positive,Joyful😄,5
606,B000G6RYNE,A20ORC60J05BP3,M. Novak,1,1,5,1217289600,the defacto standard for Salt and Vinegar chips,I ve always like salt vinegar chip time strong flavor bottom bag vinegar overflow right first chip do not stop you ve finish bag addictive like salt vinegar ultimate chip nothing else compare,Positive,Joyful😄,5
607,B000G6RYNE,AYSEXV27DPQ3E,"Jilla ""Jilla""",1,1,5,1217203200,Yummy!,taste good spicy do not like spicy stay away price pay good buy,Positive,Joyful😄,5
608,B000G6RYNE,AX668BUQRHI7C,stephie,1,1,4,1216598400,Delicious!,seriously delicious especially like plain potato chip concern they re oily understand they re kettle chip they re fry small batch open bag that s another thing strong bag need scissor there s coat oil inside bag chip suggest blotshake paper towel consume either way yummy potato taste satisfy crunch delicious,Positive,Joyful😄,4
609,B000G6RYNE,A3MPHBL698EET7,Alex D. Berg,1,1,5,1215475200,"Lightly salted, yet tasty",bag difficult open aid tool scissor do not even try without scissorsbr br crispy taste like chip be not advertise salt definitely be not healthy feel grease finger eat see grease bottom bag toobr br highquality chip deserve put table,Negative,Angry😠,5
610,B000G6RYNE,A1LA5T5SXLGFZQ,"Halcyon Moses ""GoGreenMart&More.com""",1,1,5,1215129600,YUMMY!,kettle foods inc make good taste potato chip I ve ever eat variety flavor classic barbeque unique spicy thai you ll find right flavor mouth taste wonderful allnatural chip cook safflower sunflower oil zero cholesterolbr br gogreenmartmore product week kettle foods inc green giant company highlight environmental practice convert waste oil biodiesel power company car rooftop solar panel system create kwh annually production offset additional us energy usage buy renewable energy credit effort future care present rejuvenate neighboring acre wetland ecosystem recent building construction earn gold rating leadership energy environmental design leedbr br mouth thank environment,Positive,Joyful😄,5
611,B000G6RYNE,A2YKWYC3WQJX5J,"Shannie ""Shan""",1,1,5,1212451200,Caution: Kettle Chips are addictive!,really amazing chip do not put one cheese blue cheeseit subtle even blue cheese hater like mewill enjoy,Positive,Joyful😄,5
612,B000G6RYNE,A1JBB01LAK69LV,Rubyred,1,1,4,1212105600,The chip with a kiss of salt,chip delectably delicious low sodium diet do not give totally something truely love snack chip burst flavor can not really tell miss salt kiss worth chip beleive total makeout,Positive,Joyful😄,4
613,B000G6RYNE,AKMEY1BSHSDG7,J. Arena,1,1,5,1202774400,Crunch. Wow!,salty like regular supermarket chip snack overwhelm guilt get to chip kettle chip lightly salt chip you ve search forbr br there s cholesterol trans fats artificial anything manufacturing process actually seem kind homemade qualitybr br excellent product,Positive,Joyful😄,5
614,B000G6RYNE,A2F7GUZ4UMVHFL,James Walters,1,1,5,1186876800,Great strong flavor,agree company motto natural obsession try small bag local store immediately buy bulk online save percent flavor strong well pair food mild flavor like steamed vegetable plain whole grain bread otherwise compete clash food,Positive,Joyful😄,5
615,B000G6RYNE,A3RO3CGZ9MWA1I,L. Cabrera,1,1,5,1178236800,yummy for your tummy,new york cheddar flavor favorite kettle brand potato chip flavorful crunchy make mouth happy unfortunately may opposite backside do not mom eat entire bag empty stomach may spend afternoon bathroombr br still give starsbr br also online price amazon well anywhere else I ve see combined amazon prime you ll get great deal chip,Positive,Joyful😄,5
616,B000G6RYNE,A37D5847LN3WQ,Wildcat Fan,3,4,4,1211414400,Best Chips Out There!,new favorite always fan salt vinegar honey dijon replace new number one strong taste love honey mustard flavor must hope like thesebr br price wisei see much deal purchase grocery shipping would give product star easily price taste fabulous will not disappoint,Positive,Joyful😄,4
617,B000G6RYNE,A1GV4HEM6XZC06,Catherine Taylor,3,4,5,1197936000,These chips tasted good,chip good end eat whole bag day cause good glad dextrose like lay,Positive,Joyful😄,5
618,B000G6RYNE,ABCXJIXC6Q6EB,Arthur Kang,3,4,5,1194307200,awesome chips,good chip nothing beat taste like honey mustard definitely like eat will not stopaddicte stuff,Positive,Joyful😄,5
619,B000G6RYNE,A3MTY0ZE9WYJHL,"Earl M. Rce ""ezdouble07""",3,4,3,1191110400,I dont know if...,do not know fresh suppose taste like check expiration date current still taste kind stale,Positive,Joyful😄,3
620,B000G6RYNE,A3E9OJWHMXMYYF,AnneSAHM,3,4,5,1180310400,Delicious!,first think cheese flavor chip love herb use delicious cheese overpower yummy crispy,Positive,Joyful😄,5
621,B000G6RYNE,A2PYL0PSX5MQYQ,JS from Maryland,5,7,2,1306281600,Kettle Foods Spicy Thai Chips,spicy thai chip use good tasting chip market however kettle food change ingredient use ginger important miss notice remove ginger attitude bag sadly change ingredient ruin chip be not good anymore spice level virtually nonexistentbr br original new ingredient listingsbr br original ingredientsbr select potato safflower andor sunflower oil honey powder evaporate cane syrup honeysalt garlic powder jalapeno pepper ground ginger onion powder habanero pepper dry parsley citric acid cilantro extract ginger oil cayenne pepper white pepper lime oilbr br new ingredientsbr potato safflower andor sunflower oil sugar dry cane syrup salt maltodextrin yeast extract spice garlic powder onion powder dry parsley jalapeno powder citric acid natural flavor lime extractbr br I m assume change ingredient order cut cost new owner blue diamond might want get rid great taste naturally bag do not consider maltodextrin naturalbr br great job kettle way ruin great thing,Positive,Joyful😄,2
622,B000G6RYNE,A2J4K5SCKZH38C,T. Nelson,5,7,1,1297900800,Expired stock,send week past fresh date stock chip noticeably fresh taste will not order againbr br edit add danger expire stock one bag rat hole black mark inside hole obviously rat unfortunately put chip mouth see holebr br bad form amazon,Negative,Angry😠,1
623,B000G6RYNE,ADS5APY1NKTL4,"D. Pawl ""Dani""",5,7,5,1175040000,these potato chips are yummy....,try good feel like indulge delicious gourmet potato chip new york chedder potato chip first flavor like go see natural food store chip tangy crunchy satisfy potato chip fix like brand,Positive,Joyful😄,5
624,B000G6RYNE,AKGQ6RM68SQY1,"Catherine Diane ""CDI""",2,3,1,1336521600,ONLY awful because SOMETIMES they are awful,problem order case good half time good kettle chip good get case bad potato mealy old throw order expensive make good fresh potato good last case prompt write potato weird like almost sour go bad even write company make want good kettle chip try one get good try againbr done ordering creep use soured potato either noticing care,Positive,Joyful😄,1
